9000 22
1,09 2,01 4,103.08 5,103.12 6,103.04 7,103.09 8,2.255500059 9,-0.009700262 10,0.077639752 11,103.08 21,103.08 22,103.08
1,09 2,01 3,1 4,103.09 5,103.27 6,103.09 7,103.23 8,7.766000278 9,-0.13561949 10,0.174604714 11,103.18 12,0.097012029 18,3.896512073 19,0.070710678 20,0.070710678 21,103.13 22,103.13
1,09 2,01 3,2 4,103.24 5,103.25 6,103.19 7,103.24 8,8.979500319 10,0.058145169 11,103.22 12,0.038767203 13,0.135816841 17,0.097012029 18,3.583535836 19,0.072111026 20,0.072111026 21,103.16 22,103.16
1,09 2,01 3,3 4,103.24 5,103.27 6,103.16 7,103.16 8,2.905000088 9,0.077549438 10,0.106630477 11,103.215 12,-0.004844022 13,0.033921303 14,0.13096624 17,0.038767203 18,3.214588057 19,0.021794495 20,0.064983972 21,103.17375 22,103.17375
1,09 2,01 3,4 4,103.16 5,103.16 6,103.15 7,103.15 8,1.025000026 9,0.009694619 10,0.009694619 11,103.155 12,-0.058131086 13,-0.062972292 14,-0.024229502 15,0.072759022 17,-0.004844022 18,4.157483779 19,0.036170891 20,0.056899033 21,103.17 22,103.17
1,09 2,01 3,5 4,103.16 5,103.22 6,103.14 7,103.21 8,3.190500101 9,-0.048444918 10,0.077564475 11,103.18 12,0.024235374 13,-0.0339098 14,-0.03875218 16,0.097012029 17,-0.058131086 18,1.176527452 19,0.030138569 20,0.027156951 21,103.19 22,103.1716667
1,09 2,05 3,10 4,102.319 5,102.332 6,101.868 7,101.998 8,0.522840007 9,0.314712053 10,0.45549142 11,102.1 12,-0.171107309 13,0.10147407 14,0.123069983 15,0.068116887 16,0.227253763 17,0.273048585 18,0.100375584 19,0.140771387 20,0.121312922 21,102.0753 22,102.0235
1,09 2,05 3,11 4,101.991 5,102.101 6,101.708 7,101.772 8,0.423340006 9,0.215186888 10,0.386400283 11,101.9045 12,-0.191478942 13,-0.362258616 14,-0.090199174 15,-0.068644612 16,-0.123492485 17,-0.171107309 18,0.078755303 19,0.185344499 20,0.143925067 21,102.0501 22,102.0134
1,09 2,05 3,12 4,101.76 5,101.89 6,101.328 7,101.332 8,1.050280014 9,0.422373979 10,0.554634454 11,101.609 12,-0.289977381 13,-0.480901077 14,-0.651185529 15,-0.379914997 16,-0.358422939 17,-0.191478942 18,0.336933966 19,0.24719139 20,0.24748409 21,101.977 22,101.95685
1,09 2,05 3,13 4,101.33 5,101.819 6,101.28 7,101.63 8,0.309035007 9,-0.295188429 10,0.532187994 11,101.5495 12,-0.058557805 13,-0.348365381 14,-0.539177277 15,-0.709362014 16,-0.438250332 17,-0.289977381 18,0.399074673 19,0.190125178 20,0.311210419 21,101.8876 22,101.91985
1,09 2,05 3,14 4,101.622 5,101.649 6,100.849 7,100.95 8,0.45171501 9,0.665676077 10,0.793265179 11,101.249 12,-0.2959148 13,-0.354299324 14,-0.643249317 15,-0.833496572 16,-1.003177707 17,-0.058557805 18,0.393294167 19,0.192976898 20,0.329622398 21,101.6824 22,101.8557
1,09 2,05 3,15 4,100.952 5,101.029 6,100.529 7,100.642 8,0.576825012 9,0.308022496 10,0.497368918 11,100.779 12,-0.464202116 13,-0.758743273 14,-0.816856774 15,-1.104465455 16,-1.293829579 17,-0.2959148 18,0.133991034 19,0.388344885 20,0.426420362 21,101.4182 22,101.74675
1,09 2,05 3,16 4,100.63 5,100.872 6,100.342 7,100.82 8,0.359275008 9,-0.188454672 10,0.528193578 11,100.607 12,-0.170670477 13,-0.634080337 14,-0.928118799 15,-0.986133118 16,-1.273250936 17,-0.464202116 18,0.109183081 19,0.332327148 20,0.450608977 21,101.1587 22,101.6044
1,09 2,05 3,17 4,100.828 5,101.031 6,100.541 7,100.672 8,0.363420008 9,0.154958678 10,0.487363364 11,100.786 12,0.177920025 13,0.006945892 14,-0.457288467 15,-0.751850083 16,-0.809967621 17,-0.170670477 18,0.124423257 19,0.101385403 20,0.391427899 21,100.9941 22,101.48555
1,09 2,05 3,18 4,100.662 5,100.872 6,100.458 7,100.77 8,0.51902501 9,-0.107174754 10,0.412112525 11,100.665 12,-0.120056357 13,0.057650064 14,-0.113118805 15,-0.57679582 16,-0.871003796 17,0.177920025 18,0.091058736 19,0.091329075 20,0.253097215 21,100.8172 22,101.3524
1,09 2,05 3,19 4,100.762 5,100.882 6,100.711 7,100.861 8,0.237430003 9,-0.098154886 10,0.169792773 11,100.7965 12,0.130631302 13,0.010418114 14,0.188356675 15,0.017364729 16,-0.446917994 17,-0.120056357 18,0.141056812 19,0.073079295 20,0.085526019 21,100.7267 22,101.20455
1,09 2,05 3,20 4,100.872 5,100.931 6,100.85 7,100.89 8,0.096905001 9,-0.017841213 10,0.080317303 11,100.8905 12,0.093257206 13,0.224010331 14,0.103685036 15,0.281789538 16,0.110638129 17,0.130631302 18,0.214952834 19,0.113268486 20,0.112769123 21,100.749 22,101.0836
1,09 2,07 3,22 4,100.929 5,100.951 6,100.697 7,100.865 8,0.023700001 9,0.063451148 10,0.252241874 11,100.824 12,-0.065913044 13,0.027282693 14,0.157949635 15,0.037703649 16,0.215690757 17,0.093257206 18,0.108617649 19,0.048329598 20,0.082022405 21,100.7924 22,100.97555
1,09 2,07 3,23 4,100.873 5,100.922 6,100.785 7,100.852 8,0.009825 9,0.020822592 10,0.135932927 11,100.8535 12,0.029258907 13,-0.036673423 14,0.056549583 15,0.187254756 16,0.066973588 17,-0.065913044 18,0.046787488 19,0.033320414 20,0.086156398 21,100.8059 22,100.9
1,09 2,08 4,100.854 5,100.911 6,100.591 7,100.628 8,0.124675001 9,0.224589577 10,0.318119911 11,100.751 12,-0.101632566 13,-0.072403396 14,-0.138268717 15,-0.045140456 16,0.085431878 17,0.029258907 18,0.062688368 19,0.052765993 20,0.053323775 21,100.8231 22,100.82015
1,09 2,08 3,1 4,100.618 5,100.662 6,100.521 7,100.619 8,0.079515001 9,-0.000993848 10,0.140269197 11,100.5915 12,-0.158311084 13,-0.259782754 14,-0.230599857 15,-0.296360906 16,-0.203380078 17,-0.101632566 18,0.057859952 19,0.132029353 20,0.118215587 21,100.7821 22,100.7544
1,09 2,08 3,2 4,100.628 5,100.728 6,100.566 7,100.693 8,0.090915001 9,-0.06455265 10,0.161088241 11,100.647 12,0.055173648 13,-0.103224782 14,-0.204752438 15,-0.17555344 16,-0.241350771 17,-0.158311084 18,0.023484475 19,0.080969645 20,0.112408518 21,100.7334 22,100.7412
1,09 2,08 3,3 4,100.701 5,100.709 6,100.649 7,100.692 8,0.040605001 9,0.008938148 10,0.059613111 11,100.679 12,0.031794291 13,0.086985481 14,-0.071463311 15,-0.173023247 16,-0.143814965 17,0.055173648 18,0.026378793 19,0.044272828 20,0.101351739 21,100.7044 22,100.7484
1,09 2,08 3,4 4,100.691 5,100.911 6,100.68 7,100.858 8,0.079060001 9,-0.165579329 10,0.229439809 11,100.7955 12,0.1157143 13,0.147545381 14,0.202800435 15,0.044168296 16,-0.057509159 17,0.031794291 18,0.026300901 19,0.078154228 20,0.081369988 21,100.6928 22,100.74935
1,09 2,08 3,5 4,100.847 5,100.952 6,100.819 7,100.892 8,0.074050001 9,-0.044602149 10,0.131919579 11,100.8855 12,0.0892897 13,0.205107321 14,0.236966825 15,0.292271216 16,0.133497434 17,0.1157143 18,0.020906359 19,0.103533006 20,0.118966697 21,100.7197 22,100.7714
1,09 2,08 3,6 4,100.88 5,100.968 6,100.727 7,100.753 8,0.144650002 9,0.126050837 10,0.239260576 11,100.8475 12,-0.037666463 13,0.051589605 14,0.167363601 15,0.199211104 16,0.254494664 17,0.0892897 18,0.039394391 19,0.045181117 20,0.104166573 21,100.7709 22,100.7765
1,09 2,08 3,7 4,100.75 5,100.752 6,100.238 7,100.29 8,0.801255011 9,0.458669857 10,0.512779585 11,100.495 12,-0.349537668 13,-0.387072473 14,-0.298128389 15,-0.182759066 16,-0.151022882 17,-0.037666463 18,0.401028184 19,0.215325529 20,0.157758914 21,100.7405 22,100.73695
1,09 2,08 3,8 4,100.279 5,100.292 6,99.732 7,99.929 8,0.67812001 9,0.350248677 10,0.561504833 11,100.012 12,-0.480620926 13,-0.828478643 14,-0.865833048 15,-0.777316448 16,-0.662501614 17,-0.349537668 18,0.349018294 19,0.419445169 20,0.366573219 21,100.6071 22,100.65575
1,09 2,08 3,9 4,99.918 5,99.978 6,99.792 7,99.792 8,0.466905006 9,0.126262626 10,0.186387686 11,99.885 12,-0.126984762 13,-0.606995373 14,-0.954411364 15,-0.991718334 16,-0.903314136 17,-0.480620926 18,0.169097571 19,0.321848308 20,0.46304306 21,100.425 22,100.5589
1,09 2,08 3,10 4,99.792 5,100.051 6,99.701 7,99.978 8,0.415835006 9,-0.186040929 10,0.351049638 11,99.876 12,-0.009010362 13,-0.135983682 14,-0.615951042 15,-0.96333573 16,-1.000639339 17,-0.126984762 18,0.139052356 19,0.076054805 20,0.431033119 21,100.2231 22,100.4714
1,09 2,08 3,11 4,99.99 5,100.28 6,99.96 7,100.212 8,0.509225007 9,-0.221530356 10,0.320128051 11,100.12 12,0.244302936 13,0.235270561 14,0.107987042 15,-0.373152893 16,-0.721386252 17,-0.009010362 18,0.046763269 19,0.138348594 20,0.253998622 21,100.0776 22,100.42425
1,09 2,08 3,12 4,100.211 5,100.27 6,99.902 7,99.911 8,0.898635012 9,0.300267238 10,0.368360994 11,100.086 12,-0.033959249 13,0.210260723 14,0.201231416 15,0.073991121 16,-0.406985422 17,0.244302936 18,0.256078663 19,0.132156473 20,0.112308504 21,99.9958 22,100.36815
1,09 2,08 3,13 4,99.919 5,100 6,99.348 7,99.462 8,0.421795009 9,0.459471959 10,0.656278939 11,99.674 12,-0.411645984 13,-0.445465441 14,-0.202250791 15,-0.211242929 16,-0.337959445 17,-0.033959249 18,0.253857094 19,0.248265986 20,0.180898314 21,99.9282 22,100.26765
1,09 2,08 3,14 4,99.472 5,99.83 6,99.472 7,99.632 8,0.374800008 9,-0.160590975 10,0.359900273 11,99.651 12,-0.023075225 13,-0.434626221 14,-0.468437875 15,-0.225279346 16,-0.23426941 17,-0.411645984 18,0.289824093 19,0.244778131 20,0.220748273 21,99.8814 22,100.1532
1,09 2,08 3,15 4,99.63 5,100.261 6,99.591 7,99.999 8,0.498245011 9,-0.36900369 10,0.672751554 11,99.926 12,0.275963111 13,0.252824207 14,-0.159862518 15,-0.193767479 16,0.050062077 17,-0.023075225 18,0.062305433 19,0.152565833 20,0.221573464 21,99.8914 22,100.05725
1,09 2,08 3,16 4,99.999 5,100.131 6,99.879 7,99.962 8,0.260390006 9,0.037014065 10,0.252305289 11,100.005 12,0.079058503 13,0.355239787 14,0.332082589 15,-0.0809304 16,-0.114862165 17,0.275963111 18,0.118956099 19,0.185823393 20,0.196456865 21,99.8684 22,99.973
1,09 2,08 3,17 4,99.971 5,100.07 6,99.84 7,99.978 8,0.289325006 9,-0.00700154 10,0.23036859 11,99.955 12,-0.0499975 13,0.029021476 14,0.305064676 15,0.281919056 16,-0.130887437 17,0.079058503 18,0.129781744 19,0.039962482 20,0.166657433 21,99.8422 22,99.919
1,09 2,08 3,18 4,99.989 5,100.262 6,99.959 7,100.21 8,0.503270009 9,-0.220536873 10,0.303124281 11,100.1105 12,0.155570007 13,0.105494725 14,0.184636631 15,0.461109271 16,0.437927644 17,-0.0499975 18,0.13266524 19,0.079383563 20,0.170796663 21,99.9295 22,99.92885
1,09 2,08 3,19 4,100.219 5,100.32 6,100.188 7,100.282 8,0.323915004 9,-0.06282284 10,0.131752306 11,100.254 12,0.143341608 13,0.299134611 14,0.248987551 15,0.3282429 16,0.60511184 17,0.155570007 18,0.114845657 19,0.149540128 20,0.133886332 21,100.0501 22,99.96575
1,09 2,08 3,20 4,100.272 5,100.342 6,100.171 7,100.241 8,0.313660004 9,0.03092547 10,0.170708089 11,100.2565 12,0.002493666 13,0.145838848 14,0.301635736 15,0.251487426 16,0.330744751 17,0.143341608 18,0.106634373 19,0.083580799 20,0.138795083 21,100.1162 22,100.0038
1,09 2,08 3,21 4,100.253 5,100.272 6,100.188 7,100.194 8,0.01453 9,0.058885762 10,0.083842376 11,100.23 12,-0.026432201 13,-0.023939194 14,0.119368098 15,0.275123806 16,0.224988751 17,0.002493666 18,0.17573797 19,0.014631587 20,0.129919494 21,100.1612 22,100.0148
1,09 2,09 4,100.177 5,100.252 6,100.159 7,100.232 8,0.055620001 9,-0.054872695 10,0.092852365 11,100.2055 12,-0.024443779 13,-0.05086952 14,-0.048377122 15,0.094895141 16,0.250612776 17,-0.026432201 18,0.162147973 19,0.025506535 20,0.060021454 21,100.2113 22,100.02675
1,09 2,09 3,1 4,100.232 5,100.3 6,100.217 7,100.232 8,0.053605001 10,0.08282028 11,100.2585 12,0.052891308 13,0.0284346 14,0.001994883 15,0.004488599 16,0.147836641 17,-0.024443779 18,0.023163563 19,0.026525145 20,0.022894868 21,100.2409 22,100.0852
1,09 2,09 3,2 4,100.241 5,100.252 6,100.089 7,100.092 8,0.096465001 9,0.148863046 10,0.162855059 11,100.1705 12,-0.087773107 13,-0.034928223 14,-0.059363464 15,-0.085779974 16,-0.083288447 17,0.052891308 18,0.024184547 19,0.044305756 20,0.037036469 21,100.2242 22,100.13715
1,09 2,09 3,3 4,100.089 5,100.089 6,100.029 7,100.06 8,0.033205001 9,0.02898261 10,0.059982605 11,100.059 12,-0.111310216 13,-0.198985622 14,-0.14619956 15,-0.170607603 16,-0.196994709 17,-0.087773107 18,0.032287684 19,0.099980415 20,0.077351955 21,100.1847 22,100.15045
1,09 2,09 3,4 4,100.051 5,100.072 6,99.998 7,99.998 8,0.038540001 9,0.05300106 10,0.07400148 11,100.035 12,-0.023985848 13,-0.135269366 14,-0.222923742 15,-0.170150341 16,-0.194552529 17,-0.111310216 18,0.035084649 19,0.072305486 20,0.09576834 21,100.1457 22,100.15345
1,09 2,09 3,5 4,100.018 5,100.072 6,99.877 7,99.959 8,0.112335002 9,0.0590242 10,0.195240145 11,99.9745 12,-0.060478832 13,-0.084450174 14,-0.195666389 15,-0.283267753 16,-0.230526269 17,-0.023985848 18,0.044226164 19,0.043544039 20,0.113740384 21,100.0995 22,100.1554
1,09 2,09 3,6 4,99.959 5,99.962 6,99.818 7,99.863 8,0.140740001 9,0.0961317 10,0.144262558 11,99.89 12,-0.084521553 13,-0.144949268 14,-0.168900349 15,-0.280022562 16,-0.367549884 17,-0.060478832 18,0.052753177 19,0.072830282 20,0.103921004 21,100.0258 22,100.13335
1,09 2,09 3,7 4,99.872 5,100.122 6,99.809 7,99.82 8,0.516650005 9,0.052093769 10,0.313598974 11,99.9655 12,0.075583141 13,-0.009002296 14,-0.069475684 15,-0.093444868 16,-0.20465107 17,-0.084521553 18,0.225678901 19,0.046406716 20,0.066127339 21,99.9848 22,100.1045
1,09 2,09 3,8 4,99.821 5,100.052 6,99.56 7,100.002 8,0.609445009 9,-0.18099638 10,0.494174367 11,99.806 12,-0.159555046 13,-0.084092502 14,-0.168542978 15,-0.228919878 16,-0.252850818 17,0.075583141 18,0.248194691 19,0.079787739 20,0.088251487 21,99.9342 22,100.05945
1,09 2,09 3,9 4,99.992 5,100.042 6,99.899 7,99.952 8,0.294045004 9,0.040019209 10,0.143144576 11,99.9705 12,0.16481975 13,0.005001726 14,0.080588648 15,-0.00400102 16,-0.064477433 17,-0.159555046 18,0.162091056 19,0.093564149 20,0.073277384 21,99.9213 22,100.0335
1,09 2,09 3,10 4,99.941 5,100.149 6,99.78 7,100.112 8,0.391880005 9,-0.170808694 10,0.36981359 11,99.9645 12,-0.006001771 13,0.158808088 14,-0.001000345 15,0.07458204 16,-0.010002551 17,0.16481975 18,0.161443169 19,0.093290317 20,0.071579152 21,99.9193 22,100.0094
1,09 2,09 3,11 4,100.111 5,100.598 6,100.048 7,100.448 8,0.583010008 9,-0.335496974 10,0.549736127 11,100.323 12,0.358627313 13,0.352604018 14,0.51800493 15,0.35762338 16,0.433476825 17,-0.006001771 18,0.146971164 19,0.205269944 20,0.190467648 21,100.0059 22,100.01585
1,09 2,09 3,12 4,100.458 5,100.542 6,100.142 7,100.248 8,0.754220011 9,0.209480488 10,0.399432805 11,100.342 12,0.018938828 13,0.37763406 14,0.371609625 15,0.537041861 16,0.376629937 17,0.358627313 18,0.18126124 19,0.212677181 20,0.238795048 21,100.0812 22,100.033
1,09 2,09 3,13 4,100.241 5,100.401 6,99.82 7,100.009 8,0.546695011 9,0.231979122 10,0.582047686 11,100.1105 12,-0.230710968 13,-0.211815835 14,0.146051848 15,0.140041312 16,0.305091878 17,0.018938828 18,0.110828899 19,0.128523344 20,0.183488215 21,100.1421 22,100.03815
1,09 2,09 3,14 4,100.018 5,100.12 6,99.668 7,99.911 8,0.449960009 9,0.107095315 10,0.453505639 11,99.894 12,-0.216261032 13,-0.446473062 14,-0.427618791 15,-0.070525036 16,-0.076522574 17,-0.230710968 18,0.155455479 19,0.224041849 20,0.203474998 21,100.1268 22,100.02405
1,09 2,09 3,15 4,99.922 5,99.981 6,99.209 7,99.332 8,0.293370007 9,0.593967704 10,0.778155208 11,99.595 12,-0.299317276 13,-0.514931001 14,-0.744453967 15,-0.725656131 16,-0.369631219 17,-0.216261032 18,0.127835602 19,0.258847928 20,0.3141545 21,100.0529 22,99.9861
1,09 2,09 3,16 4,99.32 5,99.7 6,99.31 7,99.56 8,0.335790007 9,-0.241060667 10,0.392709697 11,99.505 12,-0.090365982 13,-0.389412778 14,-0.604831661 15,-0.834147217 16,-0.815366367 17,-0.299317276 18,0.080988347 19,0.203642661 20,0.349352186 21,99.8893 22,99.9476
1,09 2,09 3,17 4,99.55 5,99.62 6,99.36 7,99.41 8,0.045450002 9,0.140830902 10,0.261674718 11,99.49 12,-0.015074619 13,-0.105426979 14,-0.404428694 15,-0.619815104 16,-0.849096091 17,-0.090365982 18,0.156823204 19,0.056789083 20,0.272722478 21,99.7189 22,99.90005
1,09 2,09 3,18 4,99.4 5,99.46 6,99.02 7,99.21 8,0.082650004 9,0.191512952 10,0.444354676 11,99.24 12,-0.251281536 13,-0.266318275 14,-0.356443597 15,-0.654693976 16,-0.869539159 17,-0.015074619 18,0.157987879 19,0.148856754 20,0.235558273 21,99.5448 22,99.84345
1,09 2,09 3,19 4,99.22 5,99.28 6,99.19 7,99.24 8,0.023025001 9,-0.020153164 10,0.090734953 11,99.235 12,-0.005038291 13,-0.256307167 14,-0.271343149 15,-0.361463929 16,-0.659699281 17,-0.251281536 18,0.030116058 19,0.145802378 20,0.165174151 21,99.413 22,99.7699
1,09 2,09 3,20 4,99.23 5,99.26 6,99.17 7,99.19 8,0.016950001 9,0.040326646 10,0.090753252 11,99.215 12,-0.020154179 13,-0.025191455 14,-0.276409689 15,-0.291442641 16,-0.381545258 17,-0.005038291 18,0.036305502 19,0.013228757 20,0.146909836 21,99.337 22,99.69495
1,09 2,09 3,21 4,99.19 5,99.23 6,99.17 7,99.19 8,0.003825 10,0.060502168 11,99.2 12,-0.015118682 13,-0.035269814 14,-0.040306328 15,-0.291486582 16,-0.30651726 17,-0.020154179 18,0.009813352 19,0.017559423 20,0.120695899 21,99.276 22,99.58265
1,09 2,10 4,99.35 5,99.43 6,99.29 7,99.34 8,0.021900001 9,0.010066438 10,0.141001108 11,99.36 12,0.161290323 13,0.146147256 14,0.125963622 15,0.120918984 16,-0.130666399 17,-0.015118682 18,0.009340537 19,0.088364774 20,0.063541325 21,99.25 22,99.48445
1,09 2,10 3,1 4,99.34 5,99.38 6,99.29 7,99.31 8,0.010125 9,0.030208438 10,0.090643569 11,99.335 12,-0.025161031 13,0.13608871 14,0.120949453 15,0.100770897 16,0.095727529 17,0.161290323 18,0.00917466 19,0.086071676 20,0.073263224 21,99.269 22,99.4069
1,09 2,10 3,2 4,99.32 5,99.36 6,99.29 7,99.35 8,0.008925 9,-0.030196276 10,0.070500554 11,99.325 12,-0.010066945 13,-0.035225443 14,0.126008065 15,0.110870332 16,0.090693808 17,-0.025161031 18,0.007169859 19,0.018027756 20,0.073874894 21,99.287 22,99.35
1,09 2,10 3,3 4,99.34 5,99.36 6,99.31 7,99.31 8,0.008475 9,0.030208438 10,0.050347397 11,99.335 12,0.010067959 14,-0.025161031 15,0.13608871 16,0.120949453 17,-0.010066945 18,0.000852936 19,0.005773503 20,0.063383752 21,99.311 22,99.324
1,09 2,10 3,4 4,99.31 5,99.37 6,99.17 7,99.35 8,0.00975 9,-0.040261701 10,0.201673893 11,99.27 12,-0.065435144 13,-0.055373773 14,-0.065435144 15,-0.09057971 16,0.070564516 17,0.010067959 18,0.000646626 19,0.035 20,0.03335416 21,99.325 22,99.3005
1,09 2,10 3,5 4,99.38 5,99.42 6,99.26 7,99.27 8,0.012075001 9,0.110808905 10,0.161192827 11,99.34 12,0.070514758 13,0.005033473 14,0.015101938 15,0.005033473 16,-0.020128824 17,-0.065435144 18,0.001825343 19,0.039051248 20,0.029025851 21,99.321 22,99.2855
1,09 2,10 3,6 4,99.27 5,99.36 6,99.19 7,99.21 8,0.022050001 9,0.060477774 10,0.171388245 11,99.275 12,-0.06543185 13,0.005036768 14,-0.060401671 15,-0.050339794 16,-0.060401671 17,0.070514758 18,0.006534476 19,0.039051248 20,0.033800888 21,99.309 22,99.289
1,09 2,10 3,7 4,99.2 5,99.2 6,98.77 7,98.85 8,0.056550003 9,0.354071826 10,0.435354865 11,98.985 12,-0.292117854 13,-0.357358567 14,-0.287095799 15,-0.352343081 16,-0.342310597 17,-0.06543185 18,0.023337297 19,0.189010582 20,0.146773635 21,99.241 22,99.264
1,09 2,10 3,8 4,98.85 5,99.3 6,98.84 7,99.18 8,0.048075002 9,-0.332728373 10,0.465398624 11,99.07 12,0.085871597 13,-0.206497104 14,-0.271793839 15,-0.201470736 16,-0.266774047 17,-0.292117854 18,0.017978582 19,0.149080515 20,0.152093721 21,99.188 22,99.2495
1,09 2,10 3,9 4,99.18 5,99.4 6,99 7,99.34 8,0.051300002 9,-0.161063016 10,0.404040404 11,99.2 12,0.131220349 13,0.217204627 14,-0.075547721 15,-0.140930139 16,-0.070514758 17,0.085871597 18,0.004277631 19,0.108282039 20,0.14574807 21,99.174 22,99.2495
1,09 2,10 3,10 4,99.33 5,99.36 6,99.14 7,99.17 8,0.031350001 9,0.161339115 10,0.221908412 11,99.25 12,0.050403226 13,0.181689714 14,0.267717331 15,-0.025182574 16,-0.090597946 17,0.131220349 18,0.010709255 19,0.092915732 20,0.124066514 21,99.156 22,99.2385
1,09 2,10 3,11 4,99.17 5,99.18 6,98.81 7,98.99 8,0.046425002 9,0.181836549 10,0.374456027 11,98.995 12,-0.256926952 13,-0.206653226 14,-0.075704048 15,0.010102541 16,-0.282044825 17,0.050403226 18,0.010400511 19,0.1351234 20,0.120052072 21,99.1 22,99.2045
1,09 2,10 3,12 4,99 5,99.25 6,98.84 7,98.91 8,0.063900003 9,0.090991811 10,0.414811817 11,99.045 12,0.050507601 13,-0.206549118 14,-0.15625 15,-0.025234683 16,0.060615245 17,-0.256926952 18,0.016289741 19,0.1351234 20,0.108085614 21,99.112 22,99.1765
1,09 2,10 3,13 4,98.9 5,98.97 6,98.67 7,98.74 8,0.053250003 9,0.162041726 10,0.304043782 11,98.82 12,-0.227169468 13,-0.176776605 14,-0.43324937 15,-0.383064516 16,-0.252346825 17,0.050507601 18,0.008806993 19,0.118145391 20,0.171559028 21,99.062 22,99.125
1,09 2,10 3,14 4,98.73 5,98.73 6,98.01 7,98.18 8,0.093525004 9,0.560195559 10,0.734618916 11,98.37 12,-0.455373406 13,-0.681508405 14,-0.631345017 15,-0.886649874 16,-0.836693548 17,-0.227169468 18,0.020869192 19,0.343693177 20,0.331575783 21,98.896 22,99.035
1,09 2,10 3,15 4,98.19 5,98.19 6,97.7 7,98.12 8,0.082800004 9,0.071341215 10,0.501535312 11,97.945 12,-0.432042289 13,-0.88544829 14,-1.11060629 15,-1.060659629 16,-1.314861461 17,-0.455373406 18,0.020857868 19,0.43755952 20,0.468574967 21,98.635 22,98.8955
1,09 2,10 3,16 4,98.13 5,98.22 6,97.99 7,98.22 8,0.044550002 9,-0.091631032 10,0.234717828 11,98.105 12,0.163356986 13,-0.269391075 14,-0.723537745 15,-0.949063557 16,-0.899035305 17,-0.432042289 18,0.025744382 19,0.214650879 20,0.466671726 21,98.457 22,98.7785
1,09 2,10 3,17 4,98.23 5,98.38 6,97.61 7,97.66 8,0.060900003 9,0.583657588 10,0.788853601 11,97.995 12,-0.112124764 13,0.051049058 14,-0.381213785 15,-0.834851245 16,-1.060124186 17,0.163356986 18,0.019191991 19,0.081853528 20,0.359975694 21,98.247 22,98.6795
1,09 2,10 3,18 4,97.67 5,98.11 6,97.62 7,97.95 8,0.060150003 9,-0.285860133 10,0.501946322 11,97.865 12,-0.13265983 13,-0.244635849 14,-0.081678493 15,-0.513367897 16,-0.966403562 17,-0.112124764 18,0.009230791 19,0.120138809 20,0.195908142 21,98.056 22,98.559
1,09 2,10 3,19 4,97.97 5,98.38 6,97.96 7,98.2 8,0.041325002 9,-0.234215886 10,0.428746427 11,98.17 12,0.311653809 13,0.17858054 14,0.066255543 15,0.229720762 16,-0.203314019 17,-0.13265983 18,0.011091467 19,0.153052279 20,0.12239281 21,98.016 22,98.456
1,09 2,10 3,20 4,98.2 5,98.22 6,98.04 7,98.06 8,0.018750001 9,0.142769733 10,0.183598531 11,98.13 12,-0.040745645 13,0.270781178 14,0.137762131 15,0.025482901 16,0.188881515 17,0.311653809 18,0.020728288 19,0.165755845 20,0.123521253 21,98.053 22,98.344
1,09 2,10 3,21 4,98.06 5,98.09 6,97.89 7,97.99 8,0.016725001 9,0.071435861 10,0.204310961 11,97.99 12,-0.14266789 13,-0.183355404 14,0.127726971 15,-0.005102301 16,-0.117221344 17,-0.040745645 18,0.013655837 19,0.094516313 20,0.122116747 21,98.03 22,98.2435
1,09 2,11 4,97.94 5,98.08 6,97.89 7,98.08 8,0.011850001 9,-0.14274062 10,0.194095413 11,97.985 12,-0.005102561 13,-0.147763171 14,-0.18844861 15,0.122617892 16,-0.010204602 17,-0.14266789 18,0.003546742 19,0.082310388 20,0.122912571 21,98.028 22,98.1375
1,09 2,11 3,1 4,98.08 5,98.15 6,98.06 7,98.12 8,0.009225 9,-0.040766408 10,0.091780543 11,98.105 12,0.122467725 13,0.117358914 14,-0.025476409 15,-0.066211674 16,0.245235784 17,-0.005102561 18,0.003805835 19,0.067884706 20,0.084068425 21,98.076 22,98.066
1,09 2,11 3,2 4,98.11 5,98.23 6,98.1 7,98.19 8,0.011325001 9,-0.081474692 10,0.132517839 11,98.165 12,0.061158962 13,0.183701587 14,0.178589652 15,0.035666972 16,-0.005093206 17,0.122467725 18,0.00138902 19,0.091651514 20,0.082689177 21,98.075 22,98.0455
1,09 2,11 3,3 4,98.18 5,98.19 6,97.98 7,98.06 8,0.008325 9,0.122374057 10,0.214329455 11,98.085 12,-0.081495441 13,-0.020386321 14,0.102056437 15,0.096948668 16,-0.045857536 17,0.061158962 18,0.001539481 19,0.04163332 20,0.077491935 21,98.066 22,98.0595
1,09 2,11 3,4 4,98.06 5,98.09 6,97.89 7,97.94 8,0.00885 9,0.122523994 10,0.204310961 11,97.99 12,-0.096854769 13,-0.178271278 14,-0.117221344 15,0.005102822 17,-0.081495441 18,0.001602147 19,0.087607077 20,0.077491935 21,98.066 22,98.048
1,09 2,11 3,5 4,97.94 5,98.02 6,97.92 7,97.98 8,0.0084 9,-0.040824658 10,0.102124183 11,97.97 12,-0.020410246 13,-0.117245246 14,-0.198645138 15,-0.137607665 16,-0.015308466 17,-0.096854769 18,0.000283945 19,0.061441029 20,0.081593505 21,98.063 22,98.0455
